drive,xmission,fuelType,classId,id,make,year,hp,torque
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 328i Convertible AT,BMW Motorrad,2010,230,200
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2009 Infiniti EX35,Infiniti,2009,297,253
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2009 Infiniti EX35 AWD,Infiniti,2009,297,253
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2009 Infiniti EX35 Journey,Infiniti,2009,297,253
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2009 Infiniti EX35 Journey AWD,Infiniti,2009,297,253
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E550 Cabriolet,Mercedes,2011,382,391
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E350 Cabriolet,Mercedes,2011,268,258
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 328i Convertible,BMW Motorrad,2011,230,200
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 335i Convertible AT,BMW,2011,300,300
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 328i Convertible AT,BMW Motorrad,2011,230,200
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 335is Convertible,BMW,2011,320,332
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 335i Convertible,BMW,2011,300,300
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti EX35,Infiniti,2010,297,253
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti EX35 AWD,Infiniti,2010,297,253
Rear-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti EX35 Journey,Infiniti,2010,297,253
All-wheel drive,5 Speed Automatic,Gasoline,Automatic transmission,2010 Infiniti EX35 Journey AWD,Infiniti,2010,297,253
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz E550 Coupe,Mercedes,2010,382,391
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz E350 Coupe,Mercedes,2010,268,258
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E350 Coupe,Mercedes,2011,268,258
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E550 Coupe,Mercedes,2011,382,391
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Coupe 1LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Coupe 1LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Coupe 2LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Coupe 2LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Coupe 3LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Coupe 3LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Coupe 4LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Coupe 4LT AT,Chevrolet,2010,430,424
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz E350 4Matic Sedan,Mercedes,2010,268,258
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz E550 4Matic Sedan,Mercedes,2010,382,391
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz E550 Sedan,Mercedes,2010,382,391
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz E350 Sedan,Mercedes,2010,268,258
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz E63 AMG,AMG,2010,518,465
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 328i Coup,BMW Motorrad,2010,230,200
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 335i xDrive Coup AT,BMW,2010,300,300
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 328i xDrive Coup,BMW Motorrad,2010,230,200
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 335i Coup AT,BMW,2010,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 335i Coup,BMW,2010,300,300
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 328i Coup AT,BMW Motorrad,2010,230,200
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 BMW 328i xDrive Coup AT,BMW Motorrad,2010,230,200
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 BMW 335i xDrive Coup,BMW,2010,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette ZR1 1ZR,Chevrolet,2012,638,604
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette ZR1 3ZR,Chevrolet,2012,638,604
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette ZR1 1ZR,Chevrolet,2011,638,604
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette ZR1 3ZR,Chevrolet,2011,638,604
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette ZR1 1ZR,Chevrolet,2010,638,604
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette ZR1 3ZR,Chevrolet,2010,638,604
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Nissan Sentra SE-R Spec V,Nissan,2011,200,180
Front-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Nissan Sentra 2.0,Nissan,2011,140,147
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 1LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 1LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 2LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 3LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 3LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Coupe 4LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Coupe 4LT AT,Chevrolet,2012,430,424
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 335i xDrive Coup AT,BMW,2011,300,300
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 328i Coup AT,BMW Motorrad,2011,230,200
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 328i xDrive Coup,BMW Motorrad,2011,230,200
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 335i Coup AT,BMW,2011,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 328i Coup,BMW Motorrad,2011,230,200
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 BMW 328i xDrive Coup AT,BMW Motorrad,2011,230,200
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 335is Coup,BMW,2011,320,332
All-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 335i xDrive Coup,BMW,2011,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 BMW 335i Coup,BMW,2011,300,300
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 1LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 1LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 2LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 3LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 3LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Coupe 4LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Coupe 4LT AT,Chevrolet,2011,430,424
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E550 Sedan,Mercedes,2011,382,391
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E550 4Matic Sedan,Mercedes,2011,382,391
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E350 Sedan,Mercedes,2011,268,258
Rear-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E63 AMG,AMG,2011,518,465
Rear-wheel drive,7 Speed Automatic Select Shift,Diesel fuel,Automatic transmission,2011 Mercedes-Benz E350 BlueTEC Sedan,Mercedes,2011,210,400
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E350 4Matic Sedan,Mercedes,2011,268,258
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 1LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 1LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 2LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 2LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 3LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 3LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Coupe 4LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Coupe 4LT AT,Chevrolet,2010,430,424
All-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz E350 4Matic Wagon,Mercedes,2011,268,258
Four-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz G550,Mercedes,2010,382,391
Four-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mercedes-Benz G55 AMG,Mercedes-AMG,2010,500,516
Four-wheel drive,7 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz G550,Mercedes,2011,382,391
All-wheel drive,5 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mercedes-Benz G55 4Matic AMG,Mercedes-AMG,2011,500,516
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 1LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 2LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 2LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 3LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 3LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2012 Chevrolet Corvette Grand Sport Convertible 4LT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2012 Chevrolet Corvette Grand Sport Convertible 4LT AT,Chevrolet,2012,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 1LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 2LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 2LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 3LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 3LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Chevrolet Corvette Grand Sport Convertible 4LT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2011 Chevrolet Corvette Grand Sport Convertible 4LT AT,Chevrolet,2011,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 1LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 2LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 2LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 3LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 1LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Chevrolet Corvette Grand Sport Convertible 4LT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Chevrolet Corvette Grand Sport Convertible 4LT AT,Chevrolet,2010,430,424
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Cadillac CTS Sport Sedan,Cadillac,2010,270,223
All-wheel drive,6 Speed Automatic,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan AWD,Cadillac,2010,270,223
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac Escalade ESV,Cadillac,2011,403,417
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Cadillac CTS Sport Sedan Luxury,Cadillac,2010,270,223
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan Luxury AWD,Cadillac,2010,270,223
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan Performance,Cadillac,2010,270,223
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan Performance AWD,Cadillac,2010,270,223
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Cadillac CTS Sport Sedan 3.6L Performance MT,Cadillac,2010,304,273
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan 3.6L Performance AWD,Cadillac,2010,304,273
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2010 Cadillac CTS Sport Sedan Premium MT,Cadillac,2010,304,273
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan Premium AWD,Cadillac,2010,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan 3.6L Performance,Cadillac,2010,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Cadillac CTS Sport Sedan Premium,Cadillac,2010,304,273
All-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mitsubishi Lancer Evolution GSR,Mitsubishi,2011,291,300
All-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Mitsubishi Lancer Evolution GSR,Mitsubishi,2010,291,300
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mitsubishi Lancer Sportback ES,Mitsubishi,2011,148,145
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2011 Mitsubishi Lancer Sportback GTS,Mitsubishi,2011,168,167
Front-wheel drive,5 Speed Manual,Gasoline,Manual transmission,2010 Mitsubishi Lancer Sportback GTS,Mitsubishi,2010,168,167
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Mitsubishi Outlander XLS,Mitsubishi,2011,230,215
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Outlander GT,Mitsubishi,2010,230,215
Front-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Outlander XLS,Mitsubishi,2010,230,215
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Mitsubishi Outlander XLS AWD,Mitsubishi,2010,230,215
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Coupe,Cadillac,2011,304,273
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Coupe AWD,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS Coupe Performance MT,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Coupe Performance,Cadillac,2011,304,273
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Coupe Performance AWD,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Manual,Gasoline,Manual transmission,2011 Cadillac CTS Coupe Premium MT,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Coupe Premium,Cadillac,2011,304,273
All-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2011 Cadillac CTS Coupe Premium AWD,Cadillac,2011,304,273
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Sequoia SR5,Toyota,2010,310,327
Rear-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Sequoia SR5 5.7L,Toyota,2010,381,401
Four-wheel drive,6 Speed Automatic Select Shift,Gasoline,Automatic transmission,2010 Toyota Sequoia SR5 4x4,Toyota,2010,310,327
